Car_id,Brand,Model,Year,Price,Km_driven,Fuel_type,Transmission,Owner_type,Mileage_kmpl,Engine_cc,Seats,City,Listing_date,Car_age
909,Hyundai,Creta,2015,1912648.0,196426,Electric,Automatic,Third Owner,27.8,1200,5,Pune,2019-12-31,11
910,Hyundai,i10,2012,2149340.0,28994,Diesel,Manual,Third Owner,19.2,2000,5,Pune,2020-06-11,14
911,Maruti,Alto,2024,1714783.0,118330,Cng,Automatic,Second Owner,19.3,1500,4,Pune,2019-07-08,2
912,Toyota,Glanza,2013,1696597.0,48299,Diesel,Automatic,Third Owner,11.2,800,5,Delhi,2019-11-15,13
913,Tata,Tiago,2020,98211.0,75730,Electric,Manual,Third Owner,13.8,1000,4,Delhi,2019-03-15,6
914,Tata,Altroz,2007,2495320.0,98771,Electric,Automatic,First Owner,22.2,2000,5,Kolkata,2022-03-24,19
915,Toyota,Innova,2010,838071.0,74351,Diesel,Automatic,Second Owner,25.0,800,7,Pune,2020-05-29,16
916,Hyundai,i10,2007,1828331.0,98742,Cng,Automatic,First Owner,11.1,1800,7,Chennai,2019-03-24,19
917,Honda,Amaze,2024,1298938.0,80588,Petrol,Automatic,Third Owner,25.2,1200,7,Pune,2024-06-09,2
918,Toyota,Glanza,2007,573250.0,195635,Electric,Automatic,Second Owner,14.4,800,5,Chennai,2020-04-23,19
919,Toyota,Fortuner,2013,1543489.0,91253,Electric,Automatic,Third Owner,18.1,800,7,Kolkata,2021-01-23,13
920,Honda,City,2009,412754.0,79312,Diesel,Automatic,Second Owner,27.1,800,5,Chennai,2022-02-28,17
921,Mahindra,Bolero,2016,1267419.0,10088,Petrol,Automatic,Third Owner,26.1,1800,7,Pune,2024-01-14,10
922,Toyota,Glanza,2007,1138070.0,10939,Electric,Manual,Second Owner,23.4,800,7,Chennai,2023-07-29,19
923,Tata,Altroz,2019,2109342.0,192620,Petrol,Manual,Second Owner,21.3,1800,4,Hyderabad,2020-03-20,7
924,Maruti,Alto,2024,2258840.0,132736,Petrol,Automatic,First Owner,14.4,1800,4,Hyderabad,2021-12-11,2
925,Tata,Nexon,2013,2195920.0,28421,Diesel,Manual,Second Owner,10.2,800,4,Mumbai,2022-05-20,13
926,Maruti,Alto,2022,469828.0,124198,Petrol,Automatic,Third Owner,22.1,1800,5,Mumbai,2021-04-10,4
927,Maruti,Baleno,2024,662909.0,173105,Petrol,Automatic,Third Owner,29.4,2000,4,Hyderabad,2024-04-10,2
928,Mahindra,Scorpio,2014,123892.0,125664,Cng,Automatic,Third Owner,17.2,1500,5,Bangalore,2020-06-17,12
929,Honda,Amaze,2021,1562557.0,73993,Petrol,Manual,First Owner,22.6,1000,4,Hyderabad,2022-07-20,5
930,Mahindra,Scorpio,2012,679044.0,127080,Diesel,Manual,Second Owner,24.2,1800,5,Chennai,2020-02-14,14
931,Tata,Altroz,2010,2248839.0,76930,Diesel,Manual,Second Owner,15.1,2000,7,Chennai,2019-08-30,16
932,Maruti,Baleno,2020,1955087.0,193183,Cng,Automatic,First Owner,23.7,1800,7,Hyderabad,2019-04-16,6
933,Mahindra,Bolero,2009,1267419.0,26123,Diesel,Automatic,Second Owner,13.1,1500,5,Chennai,2022-01-07,17
934,Tata,Altroz,2012,1938076.0,157516,Electric,Automatic,Third Owner,29.1,1500,5,Pune,2019-12-10,14
935,Maruti,Swift,2013,336024.0,12822,Cng,Manual,Second Owner,23.9,800,5,Delhi,2019-05-29,13
936,Honda,City,2021,156772.0,193890,Diesel,Automatic,Third Owner,10.7,1800,5,Chennai,2020-10-23,5
937,Maruti,Baleno,2013,1267419.0,106546,Diesel,Automatic,Second Owner,14.9,1800,7,Chennai,2019-11-29,13
938,Honda,Amaze,2020,101161.0,199066,Cng,Manual,Third Owner,20.1,1000,4,Kolkata,2020-02-06,6
939,Tata,Nexon,2010,815588.0,141009,Diesel,Manual,First Owner,15.2,1000,4,Chennai,2024-05-12,16
940,Hyundai,Creta,2017,947506.0,48708,Diesel,Automatic,Second Owner,11.7,1000,7,Kolkata,2020-08-03,9
941,Maruti,Alto,2007,2355383.0,182791,Electric,Automatic,Third Owner,24.1,1200,5,Chennai,2022-07-29,19
942,Toyota,Glanza,2007,1797780.0,126999,Cng,Manual,Third Owner,24.6,1200,4,Mumbai,2022-01-11,19
943,Honda,Amaze,2005,2115203.0,186744,Diesel,Manual,First Owner,14.0,2000,4,Hyderabad,2023-04-19,21
944,Honda,Civic,2010,1433920.0,162851,Petrol,Manual,First Owner,16.3,1000,5,Chennai,2020-06-05,16
945,Maruti,Swift,2022,1348070.0,134941,Electric,Manual,Third Owner,17.0,800,5,Chennai,2019-11-12,4
946,Honda,Amaze,2006,1170914.0,189987,Cng,Automatic,Third Owner,28.6,1200,5,Chennai,2021-08-25,20
947,Maruti,Baleno,2013,1197950.0,33452,Petrol,Automatic,First Owner,15.5,1200,5,Bangalore,2023-06-26,13
948,Honda,Civic,2018,233481.0,150370,Petrol,Automatic,First Owner,27.2,1500,7,Delhi,2019-07-14,8
949,Mahindra,XUV300,2023,631757.0,16723,Electric,Manual,Second Owner,23.4,1200,4,Mumbai,2019-02-13,3
950,Tata,Tiago,2005,965527.0,14714,Diesel,Manual,First Owner,15.5,1200,4,Delhi,2023-04-24,21
951,Mahindra,XUV300,2012,2181212.0,161777,Petrol,Automatic,Second Owner,16.4,1500,7,Hyderabad,2023-03-26,14
952,Toyota,Glanza,2011,1732529.0,101789,Petrol,Automatic,Second Owner,23.2,1500,7,Hyderabad,2021-10-29,15
953,Mahindra,Scorpio,2014,543719.0,124028,Petrol,Manual,Third Owner,22.2,1200,5,Kolkata,2022-07-04,12
954,Toyota,Fortuner,2024,579231.0,57402,Diesel,Automatic,Third Owner,20.8,2000,7,Hyderabad,2024-06-23,2
955,Honda,City,2016,2193896.0,188322,Electric,Manual,First Owner,10.4,800,5,Kolkata,2022-05-19,10
956,Toyota,Glanza,2020,343896.0,16928,Electric,Manual,Third Owner,28.3,1500,5,Delhi,2020-05-09,6
957,Maruti,Alto,2024,1777408.0,49754,Electric,Automatic,First Owner,19.7,1000,5,Pune,2023-10-04,2
958,Honda,City,2012,2485980.0,98527,Petrol,Automatic,Third Owner,16.3,800,5,Bangalore,2022-03-13,14
959,Hyundai,i10,2015,1267419.0,83305,Cng,Manual,Second Owner,20.7,800,5,Mumbai,2023-10-13,11
960,Honda,Amaze,2013,421883.0,37917,Electric,Manual,Second Owner,26.1,800,5,Chennai,2020-06-13,13
961,Hyundai,i20,2012,1385349.0,15100,Petrol,Automatic,Third Owner,27.7,1500,4,Bangalore,2022-09-09,14
962,Mahindra,XUV300,2024,590444.0,107951,Diesel,Manual,Third Owner,14.7,1800,4,Kolkata,2022-03-10,2
963,Mahindra,XUV300,2022,1775764.0,108106,Diesel,Automatic,First Owner,24.4,1800,5,Chennai,2020-01-27,4
964,Maruti,Baleno,2020,868033.0,11633,Electric,Manual,Second Owner,14.9,1800,7,Pune,2023-06-18,6
965,Tata,Tiago,2013,1413447.0,91882,Diesel,Automatic,Third Owner,13.9,1000,4,Hyderabad,2020-06-19,13
966,Maruti,WagonR,2019,246360.0,115513,Diesel,Manual,Second Owner,28.0,1000,7,Hyderabad,2022-07-23,7
967,Maruti,Alto,2009,871086.0,109270,Diesel,Automatic,Second Owner,24.2,800,4,Pune,2020-01-03,17
968,Honda,Amaze,2022,1556416.0,66889,Petrol,Automatic,First Owner,10.1,1800,7,Hyderabad,2019-11-05,4
969,Maruti,Baleno,2006,2383462.0,20687,Petrol,Automatic,First Owner,24.5,1000,7,Delhi,2022-01-05,20
970,Maruti,Baleno,2023,394257.0,186472,Petrol,Manual,Second Owner,14.9,1500,4,Mumbai,2019-04-24,3
971,Hyundai,i20,2024,2290290.0,110817,Petrol,Automatic,Third Owner,29.9,1800,5,Bangalore,2019-11-04,2
972,Mahindra,Scorpio,2009,2472720.0,71129,Electric,Manual,Third Owner,28.9,1200,7,Mumbai,2024-05-07,17
973,Tata,Nexon,2007,2209815.0,166136,Cng,Manual,First Owner,15.0,1500,5,Mumbai,2022-01-09,19
974,Tata,Nexon,2010,485736.0,30191,Electric,Automatic,Third Owner,25.3,800,7,Hyderabad,2020-04-03,16
975,Mahindra,Bolero,2011,1148595.0,127803,Cng,Automatic,First Owner,26.5,2000,5,Bangalore,2021-07-01,15
976,Mahindra,XUV300,2011,605712.0,140637,Electric,Manual,Third Owner,15.3,800,5,Kolkata,2022-01-17,15
977,Tata,Altroz,2016,450661.0,155067,Petrol,Manual,First Owner,22.3,1800,7,Pune,2020-10-20,10
978,Maruti,WagonR,2015,2099504.0,160826,Electric,Automatic,First Owner,24.4,1000,5,Kolkata,2023-12-15,11
979,Hyundai,i20,2011,1318372.0,99957,Cng,Manual,Second Owner,26.6,1500,5,Hyderabad,2023-09-05,15
980,Hyundai,i20,2018,1632017.0,85452,Diesel,Manual,Third Owner,16.6,2000,4,Bangalore,2024-06-17,8
981,Hyundai,i20,2022,291689.0,139199,Diesel,Automatic,Second Owner,19.1,2000,5,Bangalore,2021-02-28,4
982,Mahindra,XUV300,2012,1042678.0,173592,Electric,Manual,First Owner,13.7,800,5,Mumbai,2020-10-05,14
983,Honda,Amaze,2012,885181.0,80285,Petrol,Manual,Third Owner,27.3,1500,4,Delhi,2021-07-13,14
984,Tata,Nexon,2022,2236362.0,98613,Petrol,Manual,First Owner,12.7,800,5,Kolkata,2023-11-22,4
985,Toyota,Fortuner,2012,1589122.0,120720,Cng,Automatic,Third Owner,10.7,1000,7,Delhi,2023-09-10,14
986,Hyundai,Verna,2008,2433144.0,68434,Diesel,Automatic,First Owner,21.9,800,7,Mumbai,2020-10-16,18
987,Honda,Amaze,2011,1917670.0,170873,Cng,Manual,Third Owner,24.0,1500,5,Hyderabad,2020-06-07,15
988,Maruti,WagonR,2008,253134.0,21229,Diesel,Manual,Second Owner,28.3,1500,4,Hyderabad,2023-11-24,18
989,Mahindra,Bolero,2022,1433280.0,100958,Diesel,Manual,Third Owner,23.7,1500,5,Chennai,2020-11-21,4
990,Honda,City,2007,485524.0,121602,Cng,Manual,First Owner,10.3,1200,7,Kolkata,2024-02-24,19
991,Maruti,Baleno,2020,338647.0,12508,Petrol,Automatic,Second Owner,19.6,1000,5,Chennai,2023-02-24,6
992,Honda,Civic,2006,1066500.0,153053,Petrol,Manual,First Owner,13.7,1200,7,Chennai,2020-07-17,20
993,Tata,Nexon,2016,214969.0,140371,Diesel,Automatic,Third Owner,26.3,1000,5,Kolkata,2023-12-16,10
994,Honda,Amaze,2024,2214041.0,73849,Diesel,Manual,First Owner,24.9,1000,5,Delhi,2022-07-03,2
995,Honda,City,2020,2279378.0,161602,Electric,Automatic,First Owner,29.9,1200,5,Hyderabad,2022-08-11,6
996,Maruti,Baleno,2013,2448617.0,56102,Cng,Automatic,First Owner,16.6,1200,4,Delhi,2020-02-14,13
997,Honda,Civic,2016,671766.0,182082,Diesel,Automatic,Second Owner,28.6,1500,7,Pune,2022-07-29,10
998,Maruti,WagonR,2012,1126852.0,70138,Electric,Manual,Second Owner,25.6,2000,7,Kolkata,2021-01-21,14
999,Hyundai,Creta,2010,2301690.0,104238,Petrol,Manual,First Owner,15.4,1200,7,Mumbai,2023-01-02,16
1000,Mahindra,Bolero,2024,205296.0,170122,Electric,Manual,First Owner,24.6,1500,7,Chennai,2022-03-22,2
